projectid,projectstateid,clientid,providerid,disciplineid,tierid,projectname,projectgoals,projectdescription,uploadlocation,attributesknowledge,startbydatetime,deadlinedatetime,minyears,maxyears,interactionfrequency,filterbyindustry,budgetcurrency,budget,hours,effectivehourlyrate,advertisementdatetime,createddate,updateddate,deleteddate,qualityofwork,timeliness,responsiveness,professionalism,likeability,knowledge,attentiontodetail
2615,2,17,134,5,2,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,6,6,6,7,5,5,7
2616,2,19,134,5,2,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,7,6,9,6,8,7,6
2617,2,13,134,5,2,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,9,4,9,6,6,4,4
2618,2,9,134,5,2,,,,,,,2014-Apr-22 00:00:00 +0000,,,,,,,,,,,,,9,8,4,6,8,8,8
2619,2,5,134,5,2,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,6,5,7,6,8,4,6
2620,2,17,134,5,2,,,,,,,2014-Jun-21 00:00:00 +0000,,,,,,,,,,,,,4,6,5,7,4,7,6
2621,2,2,134,5,2,,,,,,,2014-Mar-08 00:00:00 +0000,,,,,,,,,,,,,5,4,6,7,4,5,7
2622,2,4,135,5,2,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,8,7,9,7,6,4,6
2623,2,10,135,5,2,,,,,,,2014-Jun-30 00:00:00 +0000,,,,,,,,,,,,,5,8,7,8,4,5,8
2624,2,9,135,5,2,,,,,,,2014-Aug-06 00:00:00 +0000,,,,,,,,,,,,,7,4,6,5,6,8,5
2625,2,15,135,5,2,,,,,,,2014-Jun-17 00:00:00 +0000,,,,,,,,,,,,,5,5,7,5,8,4,7
2626,2,12,135,5,2,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,9,8,8,5,6,9,5
2627,2,18,135,5,2,,,,,,,2014-Aug-20 00:00:00 +0000,,,,,,,,,,,,,6,7,4,8,7,6,6
2628,2,20,135,5,2,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,5,4,6,7,4,8,8
2629,2,2,135,5,2,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,6,5,7,8,7,9,7
2630,2,12,135,5,2,,,,,,,2014-Jul-04 00:00:00 +0000,,,,,,,,,,,,,5,4,9,4,6,4,6
2631,2,15,135,5,2,,,,,,,2014-Jul-07 00:00:00 +0000,,,,,,,,,,,,,4,7,6,6,9,6,6
2632,2,7,135,5,2,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,6,9,6,8,8,7,8
2633,2,17,135,5,2,,,,,,,2014-Mar-10 00:00:00 +0000,,,,,,,,,,,,,7,7,6,7,9,8,9
2634,2,9,135,5,2,,,,,,,2014-Mar-29 00:00:00 +0000,,,,,,,,,,,,,7,4,7,7,9,7,5
2635,2,6,135,5,2,,,,,,,2014-Feb-15 00:00:00 +0000,,,,,,,,,,,,,8,8,8,4,7,7,4
2636,2,14,135,5,2,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,5,6,4,5,7,7,8
2637,2,2,135,5,2,,,,,,,2014-May-04 00:00:00 +0000,,,,,,,,,,,,,4,4,5,5,4,9,4
2638,2,16,135,5,2,,,,,,,2014-May-21 00:00:00 +0000,,,,,,,,,,,,,5,6,9,8,7,9,5
2639,2,6,135,5,2,,,,,,,2014-Jun-19 00:00:00 +0000,,,,,,,,,,,,,7,7,5,5,6,6,4
2640,2,11,135,5,2,,,,,,,2014-May-27 00:00:00 +0000,,,,,,,,,,,,,9,9,6,8,7,4,6
2641,2,3,135,5,2,,,,,,,2014-Jan-26 00:00:00 +0000,,,,,,,,,,,,,6,4,7,7,9,7,5
2642,2,3,136,5,2,,,,,,,2014-Feb-13 00:00:00 +0000,,,,,,,,,,,,,8,5,9,8,7,7,4
2643,2,17,136,5,2,,,,,,,2014-Jan-12 00:00:00 +0000,,,,,,,,,,,,,7,9,5,8,6,5,8
2644,2,9,136,5,2,,,,,,,2014-Jun-18 00:00:00 +0000,,,,,,,,,,,,,6,9,6,4,4,8,6
2645,2,8,136,5,2,,,,,,,2014-Jan-06 00:00:00 +0000,,,,,,,,,,,,,7,6,7,8,4,5,4
2646,2,20,136,5,2,,,,,,,2014-Jan-18 00:00:00 +0000,,,,,,,,,,,,,5,4,4,7,9,4,4
2647,2,20,136,5,2,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,8,4,8,5,7,4,7
2648,2,18,136,5,2,,,,,,,2014-Apr-01 00:00:00 +0000,,,,,,,,,,,,,4,6,9,5,4,4,6
2649,2,12,136,5,2,,,,,,,2014-Mar-01 00:00:00 +0000,,,,,,,,,,,,,7,8,8,8,9,6,9
2650,2,6,136,5,2,,,,,,,2014-Jun-08 00:00:00 +0000,,,,,,,,,,,,,4,6,6,5,7,6,4
2651,2,19,136,5,2,,,,,,,2014-Jun-24 00:00:00 +0000,,,,,,,,,,,,,8,8,4,9,8,8,6
2652,2,8,136,5,2,,,,,,,2014-Mar-29 00:00:00 +0000,,,,,,,,,,,,,7,6,4,6,6,9,6
2653,2,17,136,5,2,,,,,,,2014-Jun-08 00:00:00 +0000,,,,,,,,,,,,,4,4,8,5,5,7,5
2654,2,3,136,5,2,,,,,,,2014-Mar-16 00:00:00 +0000,,,,,,,,,,,,,9,6,5,5,8,8,4
2655,2,7,136,5,2,,,,,,,2014-May-19 00:00:00 +0000,,,,,,,,,,,,,6,4,6,5,4,5,8
2656,2,9,136,5,2,,,,,,,2014-Feb-15 00:00:00 +0000,,,,,,,,,,,,,4,5,6,9,6,6,4
2657,2,17,136,5,2,,,,,,,2014-Apr-19 00:00:00 +0000,,,,,,,,,,,,,7,7,5,5,7,7,9
2658,2,10,136,5,2,,,,,,,2014-Jan-16 00:00:00 +0000,,,,,,,,,,,,,6,7,5,4,4,4,8
2659,2,12,136,5,2,,,,,,,2014-Aug-07 00:00:00 +0000,,,,,,,,,,,,,8,8,4,8,9,5,6
2660,2,10,136,5,2,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,8,5,9,7,6,8,6
2661,2,16,136,5,2,,,,,,,2014-Mar-08 00:00:00 +0000,,,,,,,,,,,,,5,7,5,7,8,8,9
2662,2,19,137,5,2,,,,,,,2014-Apr-17 00:00:00 +0000,,,,,,,,,,,,,7,5,6,7,8,7,4
2663,2,13,137,5,2,,,,,,,2014-Apr-02 00:00:00 +0000,,,,,,,,,,,,,6,6,5,6,6,5,5
2664,2,5,137,5,2,,,,,,,2014-Aug-11 00:00:00 +0000,,,,,,,,,,,,,9,5,7,8,8,5,4
2665,2,8,137,5,2,,,,,,,2014-Jan-22 00:00:00 +0000,,,,,,,,,,,,,9,4,7,4,5,5,8
2666,2,10,137,5,2,,,,,,,2014-May-28 00:00:00 +0000,,,,,,,,,,,,,5,7,5,7,8,9,9
2667,2,4,137,5,2,,,,,,,2014-Jun-27 00:00:00 +0000,,,,,,,,,,,,,5,6,4,5,6,8,7
2668,2,8,137,5,2,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,7,8,6,8,6,5,7
2669,2,17,137,5,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,4,6,5,9,5,8,8
2670,2,10,137,5,2,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,7,4,8,8,8,7,6
2671,2,16,137,5,2,,,,,,,2014-May-09 00:00:00 +0000,,,,,,,,,,,,,8,8,6,7,8,8,9
2672,2,17,137,5,2,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,8,5,4,6,7,6,8
2673,2,16,137,5,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,8,4,4,5,7,7,8
2674,2,6,137,5,2,,,,,,,2014-Mar-31 00:00:00 +0000,,,,,,,,,,,,,5,5,7,6,4,6,7
2675,2,12,137,5,2,,,,,,,2014-May-23 00:00:00 +0000,,,,,,,,,,,,,5,9,4,9,7,9,7
2676,2,13,137,5,2,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,8,4,6,9,5,7,4
2677,2,3,137,5,2,,,,,,,2014-May-16 00:00:00 +0000,,,,,,,,,,,,,7,6,8,5,8,6,5
2678,2,7,137,5,2,,,,,,,2014-May-30 00:00:00 +0000,,,,,,,,,,,,,9,8,9,4,4,7,9
2679,2,8,137,5,2,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,6,4,4,4,5,5,8
2680,2,12,137,5,2,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,7,8,4,8,5,8,5
2681,2,15,137,5,2,,,,,,,2014-Aug-08 00:00:00 +0000,,,,,,,,,,,,,6,7,8,8,7,6,6
2682,2,13,138,5,2,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,6,6,9,6,4,7,4
2683,2,9,138,5,2,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,9,8,7,8,8,4,5
2684,2,19,138,5,2,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,8,6,4,6,6,6,8
2685,2,2,138,5,2,,,,,,,2014-Aug-23 00:00:00 +0000,,,,,,,,,,,,,5,4,4,7,8,8,9
2686,2,14,138,5,2,,,,,,,2014-Jan-29 00:00:00 +0000,,,,,,,,,,,,,6,4,8,8,5,8,6
2687,2,18,138,5,2,,,,,,,2014-Aug-19 00:00:00 +0000,,,,,,,,,,,,,7,5,8,8,8,7,5
2688,2,16,138,5,2,,,,,,,2014-Jan-22 00:00:00 +0000,,,,,,,,,,,,,6,6,6,4,4,9,7
2689,2,13,138,5,2,,,,,,,2014-Jun-21 00:00:00 +0000,,,,,,,,,,,,,7,4,6,4,6,7,4
2690,2,4,138,5,2,,,,,,,2014-Aug-29 00:00:00 +0000,,,,,,,,,,,,,6,8,5,8,6,9,8
2691,2,20,138,5,2,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,8,5,4,6,7,4,8
2692,2,12,138,5,2,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,9,5,6,7,8,7,9
2693,2,2,138,5,2,,,,,,,2014-Apr-17 00:00:00 +0000,,,,,,,,,,,,,6,6,7,8,6,4,5
2694,2,8,138,5,2,,,,,,,2014-Feb-01 00:00:00 +0000,,,,,,,,,,,,,8,8,6,6,7,4,5
2695,2,13,138,5,2,,,,,,,2014-Jan-05 00:00:00 +0000,,,,,,,,,,,,,6,4,5,9,6,6,4
2696,2,5,138,5,2,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,9,5,7,4,8,9,8
2697,2,20,138,5,2,,,,,,,2014-Feb-24 00:00:00 +0000,,,,,,,,,,,,,5,6,4,7,7,5,5
2698,2,5,138,5,2,,,,,,,2014-Jan-27 00:00:00 +0000,,,,,,,,,,,,,7,7,5,7,7,8,7
2699,2,18,138,5,2,,,,,,,2014-Jul-14 00:00:00 +0000,,,,,,,,,,,,,8,8,5,8,4,7,7
2700,2,2,138,5,2,,,,,,,2014-Jun-10 00:00:00 +0000,,,,,,,,,,,,,8,5,9,5,4,6,6
2701,2,9,138,5,2,,,,,,,2014-Jul-19 00:00:00 +0000,,,,,,,,,,,,,5,4,9,8,4,8,7
2702,2,6,139,5,2,,,,,,,2014-May-18 00:00:00 +0000,,,,,,,,,,,,,5,5,7,9,6,6,6
2703,2,5,139,5,2,,,,,,,2014-Jul-05 00:00:00 +0000,,,,,,,,,,,,,7,8,6,6,4,4,5
2704,2,13,139,5,2,,,,,,,2014-Jul-30 00:00:00 +0000,,,,,,,,,,,,,5,4,7,6,8,7,8
2705,2,9,139,5,2,,,,,,,2014-Jun-21 00:00:00 +0000,,,,,,,,,,,,,4,8,7,5,9,5,6
2706,2,4,139,5,2,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,6,6,7,7,6,5,5
2707,2,11,139,5,2,,,,,,,2014-Jul-12 00:00:00 +0000,,,,,,,,,,,,,8,9,7,6,5,7,9
2708,2,15,139,5,2,,,,,,,2014-Apr-07 00:00:00 +0000,,,,,,,,,,,,,6,4,7,7,6,5,7
2709,2,9,139,5,2,,,,,,,2014-May-08 00:00:00 +0000,,,,,,,,,,,,,8,7,6,5,9,9,7
2710,2,7,139,5,2,,,,,,,2014-Aug-06 00:00:00 +0000,,,,,,,,,,,,,8,5,5,6,8,8,4
2711,2,8,139,5,2,,,,,,,2014-Aug-15 00:00:00 +0000,,,,,,,,,,,,,8,8,7,7,5,8,7
2712,2,17,139,5,2,,,,,,,2014-Aug-11 00:00:00 +0000,,,,,,,,,,,,,4,6,8,4,8,8,5
2713,2,20,139,5,2,,,,,,,2014-Mar-04 00:00:00 +0000,,,,,,,,,,,,,6,5,8,7,7,7,8
2714,2,6,139,5,2,,,,,,,2014-Jul-21 00:00:00 +0000,,,,,,,,,,,,,9,5,9,5,9,8,7
2715,2,20,139,5,2,,,,,,,2014-Aug-21 00:00:00 +0000,,,,,,,,,,,,,4,8,4,6,5,7,7
2716,2,4,139,5,2,,,,,,,2014-Feb-28 00:00:00 +0000,,,,,,,,,,,,,8,6,9,5,7,7,4
2717,2,10,139,5,2,,,,,,,2014-Mar-31 00:00:00 +0000,,,,,,,,,,,,,6,8,7,5,7,6,7
2718,2,12,139,5,2,,,,,,,2014-Jun-26 00:00:00 +0000,,,,,,,,,,,,,6,7,6,8,9,8,6
2719,2,9,139,5,2,,,,,,,2014-Aug-13 00:00:00 +0000,,,,,,,,,,,,,9,7,7,4,7,6,9
2720,2,6,139,5,2,,,,,,,2014-Jun-15 00:00:00 +0000,,,,,,,,,,,,,8,7,7,8,5,7,4
2721,2,16,139,5,2,,,,,,,2014-Aug-27 00:00:00 +0000,,,,,,,,,,,,,4,6,4,5,7,9,4
2722,2,10,140,5,2,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,4,7,4,7,5,6,6
2723,2,16,140,5,2,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,8,4,7,5,7,8,6
2724,2,11,140,5,2,,,,,,,2014-May-10 00:00:00 +0000,,,,,,,,,,,,,8,5,7,5,5,4,9
2725,2,16,140,5,2,,,,,,,2014-Jul-22 00:00:00 +0000,,,,,,,,,,,,,9,8,6,5,6,5,4
2726,2,11,140,5,2,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,6,9,6,7,4,7,7
2727,2,5,140,5,2,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,6,6,7,5,9,4,6
2728,2,7,140,5,2,,,,,,,2014-Feb-20 00:00:00 +0000,,,,,,,,,,,,,5,4,8,7,9,6,4
2729,2,9,140,5,2,,,,,,,2014-Jul-16 00:00:00 +0000,,,,,,,,,,,,,5,9,7,4,8,8,7
2730,2,20,140,5,2,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,7,4,5,5,6,8,8
2731,2,5,140,5,2,,,,,,,2014-May-18 00:00:00 +0000,,,,,,,,,,,,,7,5,8,7,9,6,9
2732,2,19,140,5,2,,,,,,,2014-Apr-30 00:00:00 +0000,,,,,,,,,,,,,4,5,5,4,6,8,7
2733,2,6,140,5,2,,,,,,,2014-Feb-19 00:00:00 +0000,,,,,,,,,,,,,7,9,9,7,6,8,6
2734,2,6,140,5,2,,,,,,,2014-Apr-27 00:00:00 +0000,,,,,,,,,,,,,8,5,6,7,4,7,7
2735,2,14,140,5,2,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,8,8,5,7,6,6,5
2736,2,14,140,5,2,,,,,,,2014-Apr-30 00:00:00 +0000,,,,,,,,,,,,,9,5,6,4,5,4,6
2737,2,11,140,5,2,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,4,6,7,4,7,4,5
2738,2,17,140,5,2,,,,,,,2014-Apr-27 00:00:00 +0000,,,,,,,,,,,,,7,7,9,4,6,5,8
2739,2,18,140,5,2,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,9,7,4,9,8,4,9
2740,2,16,140,5,2,,,,,,,2014-Mar-03 00:00:00 +0000,,,,,,,,,,,,,6,9,5,8,7,9,5
2741,2,14,140,5,2,,,,,,,2014-Mar-12 00:00:00 +0000,,,,,,,,,,,,,6,8,9,8,4,6,7
2742,2,20,141,5,2,,,,,,,2014-Apr-05 00:00:00 +0000,,,,,,,,,,,,,5,8,9,7,6,7,6
2743,2,11,141,5,2,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,4,4,6,8,8,6,7
2744,2,13,141,5,2,,,,,,,2014-Feb-27 00:00:00 +0000,,,,,,,,,,,,,4,5,7,6,6,9,7
2745,2,10,141,5,2,,,,,,,2014-May-12 00:00:00 +0000,,,,,,,,,,,,,4,7,9,7,5,7,9
2746,2,9,141,5,2,,,,,,,2014-Apr-02 00:00:00 +0000,,,,,,,,,,,,,6,5,6,5,5,9,8
2747,2,14,141,5,2,,,,,,,2014-Aug-17 00:00:00 +0000,,,,,,,,,,,,,5,7,8,9,5,5,5
2748,2,17,141,5,2,,,,,,,2014-Jan-04 00:00:00 +0000,,,,,,,,,,,,,7,8,7,5,8,7,9
2749,2,16,141,5,2,,,,,,,2014-Jan-20 00:00:00 +0000,,,,,,,,,,,,,4,6,9,4,4,8,5
2750,2,17,141,5,2,,,,,,,2014-Mar-10 00:00:00 +0000,,,,,,,,,,,,,4,6,8,7,6,4,4
2751,2,3,141,5,2,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,4,9,4,6,6,4,4
2752,2,12,141,5,2,,,,,,,2014-Apr-03 00:00:00 +0000,,,,,,,,,,,,,9,8,8,4,4,9,7
2753,2,19,141,5,2,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,5,4,4,5,5,5,9
2754,2,15,141,5,2,,,,,,,2014-Mar-11 00:00:00 +0000,,,,,,,,,,,,,4,6,4,5,9,8,7
2755,2,12,141,5,2,,,,,,,2014-Jul-03 00:00:00 +0000,,,,,,,,,,,,,5,9,4,7,7,6,9
2756,2,13,141,5,2,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,5,7,4,4,7,8,8
2757,2,5,141,5,2,,,,,,,2014-May-29 00:00:00 +0000,,,,,,,,,,,,,8,9,7,5,5,9,5
2758,2,6,141,5,2,,,,,,,2014-Mar-23 00:00:00 +0000,,,,,,,,,,,,,9,4,4,9,9,6,5
2759,2,12,141,5,2,,,,,,,2014-May-14 00:00:00 +0000,,,,,,,,,,,,,6,6,4,7,5,7,9
2760,2,2,141,5,2,,,,,,,2014-Mar-12 00:00:00 +0000,,,,,,,,,,,,,4,9,5,9,6,8,8
2761,2,16,141,5,2,,,,,,,2014-Mar-23 00:00:00 +0000,,,,,,,,,,,,,4,4,4,4,6,9,7
2762,2,9,142,5,2,,,,,,,2014-Jan-04 00:00:00 +0000,,,,,,,,,,,,,6,4,4,7,8,4,8
2763,2,3,142,5,2,,,,,,,2014-Jul-27 00:00:00 +0000,,,,,,,,,,,,,8,8,7,7,7,8,5
2764,2,14,142,5,2,,,,,,,2014-Mar-10 00:00:00 +0000,,,,,,,,,,,,,5,5,4,7,7,8,4
2765,2,15,142,5,2,,,,,,,2014-Mar-23 00:00:00 +0000,,,,,,,,,,,,,8,4,5,5,6,5,4
2766,2,17,142,5,2,,,,,,,2014-Jan-27 00:00:00 +0000,,,,,,,,,,,,,8,7,9,5,8,6,7
2767,2,7,142,5,2,,,,,,,2014-Jul-13 00:00:00 +0000,,,,,,,,,,,,,9,7,8,5,7,9,4
2768,2,16,142,5,2,,,,,,,2014-Jul-20 00:00:00 +0000,,,,,,,,,,,,,8,8,8,8,6,8,9
2769,2,3,142,5,2,,,,,,,2014-Apr-07 00:00:00 +0000,,,,,,,,,,,,,9,8,8,4,4,7,5
2770,2,10,142,5,2,,,,,,,2014-Apr-01 00:00:00 +0000,,,,,,,,,,,,,6,6,9,5,6,9,4
2771,2,18,142,5,2,,,,,,,2014-Mar-23 00:00:00 +0000,,,,,,,,,,,,,6,8,5,8,6,4,7
2772,2,8,142,5,2,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,4,7,6,5,7,5,9
2773,2,3,142,5,2,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,7,5,9,8,4,6,8
2774,2,8,142,5,2,,,,,,,2014-Mar-17 00:00:00 +0000,,,,,,,,,,,,,5,8,5,4,4,8,6
2775,2,19,142,5,2,,,,,,,2014-May-09 00:00:00 +0000,,,,,,,,,,,,,9,5,6,5,4,7,5
2776,2,14,142,5,2,,,,,,,2014-Jun-02 00:00:00 +0000,,,,,,,,,,,,,7,8,4,5,6,8,8
2777,2,20,142,5,2,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,6,9,8,8,4,4,4
2778,2,17,142,5,2,,,,,,,2014-Aug-28 00:00:00 +0000,,,,,,,,,,,,,8,4,4,5,5,5,7
2779,2,16,142,5,2,,,,,,,2014-Apr-12 00:00:00 +0000,,,,,,,,,,,,,6,4,8,4,7,8,7
2780,2,3,142,5,2,,,,,,,2014-Jan-26 00:00:00 +0000,,,,,,,,,,,,,9,8,9,6,6,9,6
2781,2,10,142,5,2,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,9,4,6,7,4,6,9
2782,2,14,143,5,2,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,4,5,5,5,7,8,5
2783,2,18,143,5,2,,,,,,,2014-Jan-09 00:00:00 +0000,,,,,,,,,,,,,5,7,8,4,7,4,8
2784,2,20,143,5,2,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,7,7,6,8,7,8,5
2785,2,18,143,5,2,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,8,7,4,7,8,5,4
2786,2,7,143,5,2,,,,,,,2014-Feb-25 00:00:00 +0000,,,,,,,,,,,,,5,5,6,4,5,9,9
2787,2,15,143,5,2,,,,,,,2014-Apr-13 00:00:00 +0000,,,,,,,,,,,,,9,4,8,6,7,6,8
2788,2,4,143,5,2,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,4,6,8,6,8,7,4
2789,2,2,143,5,2,,,,,,,2014-Feb-28 00:00:00 +0000,,,,,,,,,,,,,7,8,4,8,7,7,9
2790,2,19,143,5,2,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,6,9,7,8,5,5,6
2791,2,7,143,5,2,,,,,,,2014-May-03 00:00:00 +0000,,,,,,,,,,,,,9,9,5,7,5,7,7
2792,2,8,143,5,2,,,,,,,2014-Jan-23 00:00:00 +0000,,,,,,,,,,,,,4,5,9,9,8,6,4
2793,2,11,143,5,2,,,,,,,2014-Jun-13 00:00:00 +0000,,,,,,,,,,,,,7,5,6,8,9,8,4
2794,2,13,143,5,2,,,,,,,2014-Aug-06 00:00:00 +0000,,,,,,,,,,,,,8,5,9,7,7,7,7
2795,2,7,143,5,2,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,5,4,5,9,4,8,6
2796,2,6,143,5,2,,,,,,,2014-Mar-05 00:00:00 +0000,,,,,,,,,,,,,6,4,6,6,6,7,7
2797,2,7,143,5,2,,,,,,,2014-Apr-03 00:00:00 +0000,,,,,,,,,,,,,9,5,4,8,8,7,7
2798,2,2,143,5,2,,,,,,,2014-Mar-11 00:00:00 +0000,,,,,,,,,,,,,5,7,4,5,7,8,4
2799,2,9,143,5,2,,,,,,,2014-Feb-20 00:00:00 +0000,,,,,,,,,,,,,8,4,5,4,4,8,7
2800,2,11,143,5,2,,,,,,,2014-Aug-31 00:00:00 +0000,,,,,,,,,,,,,8,4,8,8,4,8,6
2801,2,17,143,5,2,,,,,,,2014-Feb-06 00:00:00 +0000,,,,,,,,,,,,,7,9,7,5,6,5,4
2802,2,6,144,5,3,,,,,,,2014-Jul-14 00:00:00 +0000,,,,,,,,,,,,,6,9,7,7,8,7,4
2803,2,12,144,5,3,,,,,,,2014-Jul-31 00:00:00 +0000,,,,,,,,,,,,,4,6,8,6,4,5,9
2804,2,18,144,5,3,,,,,,,2014-Aug-07 00:00:00 +0000,,,,,,,,,,,,,9,7,5,4,6,6,5
2805,2,2,144,5,3,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,7,6,6,9,7,6,6
2806,2,10,144,5,3,,,,,,,2014-Mar-25 00:00:00 +0000,,,,,,,,,,,,,4,5,4,4,6,7,6
2807,2,13,144,5,3,,,,,,,2014-Aug-07 00:00:00 +0000,,,,,,,,,,,,,5,7,8,5,6,7,9
2808,2,13,144,5,3,,,,,,,2014-Sep-01 00:00:00 +0000,,,,,,,,,,,,,4,8,5,5,7,5,7
2809,2,11,144,5,3,,,,,,,2014-Aug-19 00:00:00 +0000,,,,,,,,,,,,,5,5,5,9,8,4,6
2810,2,20,144,5,3,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,7,4,8,6,6,6,9
2811,2,9,144,5,3,,,,,,,2014-Jan-23 00:00:00 +0000,,,,,,,,,,,,,6,5,8,4,4,8,4
2812,2,7,144,5,3,,,,,,,2014-Jan-16 00:00:00 +0000,,,,,,,,,,,,,8,9,4,7,6,5,6
2813,2,2,144,5,3,,,,,,,2014-May-11 00:00:00 +0000,,,,,,,,,,,,,4,6,6,9,7,4,7
2814,2,12,144,5,3,,,,,,,2014-Apr-03 00:00:00 +0000,,,,,,,,,,,,,5,8,7,6,4,4,5
2815,2,16,144,5,3,,,,,,,2014-Mar-26 00:00:00 +0000,,,,,,,,,,,,,6,4,6,6,7,6,6
2816,2,20,144,5,3,,,,,,,2014-Apr-12 00:00:00 +0000,,,,,,,,,,,,,6,5,8,7,5,4,7
2817,2,8,144,5,3,,,,,,,2014-Jan-16 00:00:00 +0000,,,,,,,,,,,,,5,9,8,7,7,9,9
2818,2,14,144,5,3,,,,,,,2014-Feb-06 00:00:00 +0000,,,,,,,,,,,,,4,5,4,8,9,6,8
2819,2,10,144,5,3,,,,,,,2014-Jul-07 00:00:00 +0000,,,,,,,,,,,,,6,9,4,9,8,4,4
2820,2,20,144,5,3,,,,,,,2014-Mar-10 00:00:00 +0000,,,,,,,,,,,,,4,7,4,8,8,8,4
2821,2,17,144,5,3,,,,,,,2014-May-06 00:00:00 +0000,,,,,,,,,,,,,7,5,6,5,4,4,7
2822,2,6,145,5,3,,,,,,,2014-Jan-10 00:00:00 +0000,,,,,,,,,,,,,8,8,6,8,7,6,8
2823,2,20,145,5,3,,,,,,,2014-Jun-26 00:00:00 +0000,,,,,,,,,,,,,7,4,4,6,9,8,8
2824,2,7,145,5,3,,,,,,,2014-Mar-17 00:00:00 +0000,,,,,,,,,,,,,5,6,5,4,8,8,8
2825,2,18,145,5,3,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,6,4,6,5,5,6,6
2826,2,17,145,5,3,,,,,,,2014-May-12 00:00:00 +0000,,,,,,,,,,,,,6,8,5,9,7,9,5
2827,2,16,145,5,3,,,,,,,2014-Aug-11 00:00:00 +0000,,,,,,,,,,,,,5,6,6,6,6,7,8
2828,2,5,145,5,3,,,,,,,2014-Apr-08 00:00:00 +0000,,,,,,,,,,,,,7,8,4,9,5,8,7
2829,2,14,145,5,3,,,,,,,2014-Jul-11 00:00:00 +0000,,,,,,,,,,,,,4,5,7,9,7,8,9
2830,2,2,145,5,3,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,5,9,7,9,8,4,7
